0.0,2.0,21.0,964.0,
0.0,0.0,4.0,680.0,
0.0,0.0,5.0,706.0,
0.0,0.0,5.0,752.0,
0.0,0.0,9.0,798.0,
0.0,1.0,3.0,952.0,
0.0,0.0,5.0,688.0,
0.0,0.0,4.0,714.0,
0.0,0.0,4.0,551.0,
0.0,0.0,13.0,828.0,
0.0,0.0,5.0,834.0,
0.0,0.0,4.0,637.0,
0.0,0.0,4.0,590.0,
0.0,0.0,9.0,639.0,
0.0,0.0,4.0,620.0,
0.0,0.0,9.0,629.0,
0.0,0.0,7.0,709.0,
0.0,1.0,5.0,660.0,
0.0,0.0,5.0,594.0,
0.0,0.0,7.0,626.0,
0.0,14.0,5.0,632.0,
0.0,0.0,4.0,532.0,
0.0,0.0,6.0,615.0,
0.0,0.0,4.0,611.0,
0.0,0.0,4.0,561.0,
0.0,0.0,4.0,638.0,
0.0,0.0,5.0,556.0,
0.0,0.0,5.0,599.0,
0.0,0.0,4.0,606.0,
0.0,0.0,5.0,532.0,
0.0,0.0,4.0,609.0,
0.0,1.0,5.0,511.0,
0.0,0.0,6.0,752.0,
0.0,0.0,4.0,753.0,
0.0,0.0,4.0,595.0,
0.0,0.0,6.0,756.0,
0.0,0.0,4.0,714.0,
0.0,0.0,4.0,616.0,
0.0,0.0,4.0,706.0,
0.0,0.0,6.0,581.0,
0.0,0.0,5.0,575.0,
0.0,0.0,5.0,539.0,
0.0,0.0,4.0,753.0,
0.0,0.0,5.0,602.0,
0.0,0.0,4.0,667.0,
0.0,0.0,6.0,580.0,
0.0,0.0,4.0,697.0,
0.0,0.0,4.0,724.0,
0.0,0.0,4.0,528.0,
0.0,0.0,4.0,618.0,
0.0,0.0,3.0,631.0,
0.0,0.0,6.0,896.0,
0.0,0.0,7.0,829.0,
0.0,0.0,14.0,616.0,
0.0,0.0,4.0,536.0,
0.0,0.0,6.0,641.0,
0.0,0.0,4.0,567.0,
0.0,0.0,5.0,535.0,
0.0,0.0,5.0,598.0,
0.0,0.0,4.0,504.0,
0.0,0.0,4.0,598.0,
0.0,0.0,4.0,525.0,
0.0,0.0,6.0,590.0,
0.0,0.0,4.0,640.0,
0.0,0.0,6.0,627.0,
0.0,0.0,7.0,657.0,
0.0,0.0,8.0,588.0,
0.0,0.0,5.0,568.0,
0.0,0.0,7.0,901.0,
0.0,0.0,4.0,656.0,
0.0,0.0,4.0,604.0,
0.0,0.0,5.0,679.0,
0.0,0.0,4.0,782.0,
0.0,0.0,4.0,756.0,
0.0,0.0,4.0,624.0,
0.0,0.0,4.0,601.0,
0.0,0.0,4.0,879.0,
0.0,1.0,4.0,945.0,
0.0,0.0,4.0,713.0,
0.0,0.0,4.0,807.0,
0.0,0.0,10.0,662.0,
0.0,0.0,7.0,605.0,
0.0,0.0,4.0,674.0,
0.0,0.0,3.0,612.0,
0.0,0.0,5.0,666.0,
0.0,0.0,4.0,755.0,
0.0,0.0,5.0,652.0,
0.0,0.0,6.0,659.0,
0.0,1.0,4.0,883.0,
0.0,0.0,4.0,655.0,
0.0,0.0,4.0,564.0,
0.0,0.0,6.0,936.0,
0.0,0.0,11.0,1383.0,
0.0,0.0,5.0,642.0,
0.0,0.0,8.0,620.0,
0.0,1.0,4.0,680.0,
0.0,0.0,4.0,630.0,
0.0,0.0,6.0,563.0,
0.0,0.0,4.0,672.0,
0.0,0.0,4.0,761.0,
