0.0,0.0,8.0,267.0,
0.0,0.0,1.0,129.0,
0.0,0.0,1.0,145.0,
0.0,0.0,1.0,163.0,
0.0,0.0,1.0,163.0,
0.0,0.0,1.0,194.0,
0.0,0.0,3.0,144.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,129.0,
0.0,0.0,1.0,130.0,
0.0,0.0,1.0,133.0,
0.0,0.0,1.0,137.0,
0.0,0.0,1.0,126.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,124.0,
0.0,0.0,2.0,121.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,128.0,
0.0,0.0,1.0,137.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,127.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,130.0,
0.0,0.0,1.0,131.0,
0.0,0.0,1.0,119.0,
0.0,0.0,1.0,126.0,
0.0,0.0,1.0,128.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,128.0,
0.0,0.0,1.0,129.0,
0.0,0.0,2.0,121.0,
0.0,0.0,1.0,121.0,
0.0,0.0,0.0,126.0,
0.0,0.0,1.0,126.0,
0.0,0.0,1.0,121.0,
0.0,2.0,1.0,127.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,126.0,
0.0,0.0,1.0,127.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,154.0,
0.0,0.0,1.0,123.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,123.0,
0.0,0.0,1.0,128.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,126.0,
0.0,0.0,1.0,127.0,
0.0,0.0,1.0,128.0,
0.0,0.0,1.0,123.0,
0.0,0.0,2.0,122.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,123.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,127.0,
0.0,0.0,1.0,127.0,
0.0,0.0,1.0,123.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,122.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,128.0,
0.0,0.0,1.0,123.0,
0.0,0.0,1.0,123.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,122.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,121.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,127.0,
0.0,0.0,1.0,123.0,
0.0,0.0,1.0,129.0,
0.0,0.0,1.0,125.0,
0.0,0.0,1.0,122.0,
0.0,0.0,1.0,128.0,
0.0,0.0,1.0,122.0,
0.0,0.0,1.0,125.0,
0.0,0.0,2.0,127.0,
0.0,0.0,1.0,121.0,
0.0,0.0,1.0,122.0,
0.0,0.0,2.0,122.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,123.0,
0.0,0.0,1.0,122.0,
0.0,0.0,1.0,121.0,
0.0,0.0,1.0,120.0,
0.0,0.0,1.0,124.0,
0.0,0.0,1.0,121.0,
0.0,0.0,1.0,122.0,
0.0,0.0,1.0,123.0,
0.0,0.0,1.0,125.0,
