0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541500,506100,0,0,996600,0,0,0,997000,0,591800,0,520600,0,507700,136300,510000,133100,0,513600,0,526900,0,515800,0,603800,505400,0,510700,0,555500,130800,0,621900,0,526300,0,556700,507300,21000,507000,74400,0,510300,508900,0,509100,0,511200,0,538000,0,511000,0,538600,0,537100,0,536500,0,509800,0,511300,0,505100,508200,28400,0,509900,533900,0,514100,0,512400,0,542100,0,508000,0,0,892300,0,511700,510600,0,503100,67700,0,712300,0,518200,0,514700,0,510900,0,511200,0,512800,0,277672
9.20E+07,1.78E+07,1.70E+07,1.75E+07,1.75E+07,1.70E+07,1.80E+07,1.71E+07,1.69E+07,1.70E+07,1.79E+07,1.70E+07,1.65E+07,1.70E+07,1.75E+07,1.70E+07,1.79E+07,1.70E+07,1.80E+07,1.70E+07,1.70E+07,1.74E+07,1.70E+07,1.75E+07,1.75E+07,1.70E+07,1.75E+07,1.70E+07,1.80E+07,1.70E+07,1.70E+07,1.70E+07,1.70E+07,1.75E+07,1.71E+07,1.79E+07,1.75E+07,1.70E+07,1.70E+07,1.81E+07,1.70E+07,1.70E+07,1.66E+07,1.75E+07,1.80E+07,1.75E+07,1.80E+07,1.80E+07,1.79E+07,2.08E+07,1.88E+07,1.75E+07,1.83E+07,1.76E+07,1.80E+07,1.72E+07,1.65E+07,1.76E+07,1.69E+07,1.70E+07,1.80E+07,1.74E+07,1.65E+07,1.70E+07,1.75E+07,1.70E+07,1.75E+07,1.70E+07,1.85E+07,1.63E+07,1.91E+07,1.70E+07,1.69E+07,1.79E+07,1.70E+07,1.67E+07,1.74E+07,1.82E+07,1.70E+07,1.76E+07,1.79E+07,1.65E+07,1.70E+07,1.70E+07,1.80E+07,1.70E+07,1.70E+07,1.70E+07,1.70E+07,1.70E+07,1.70E+07,1.76E+07,1.70E+07,1.80E+07,1.80E+07,1.72E+07,1.66E+07,1.76E+07,1.70E+07,1.74E+07,18109987
