10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,28.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,6.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,13.0,6.0,8.0,3.0,4.0,4.0,20.0,12.0,3.0,4.0,14.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,
460.0,595.0,435.0,572.0,610.0,643.0,632.0,610.0,466.0,537.0,454.0,633.0,487.0,533.0,466.0,440.0,547.0,437.0,565.0,447.0,468.0,535.0,427.0,501.0,523.0,441.0,578.0,462.0,556.0,448.0,607.0,468.0,514.0,483.0,543.0,499.0,506.0,596.0,475.0,533.0,456.0,584.0,475.0,620.0,493.0,613.0,474.0,371.0,418.0,546.0,462.0,596.0,530.0,516.0,525.0,524.0,419.0,535.0,429.0,541.0,459.0,567.0,474.0,442.0,575.0,429.0,538.0,454.0,486.0,504.0,444.0,551.0,423.0,529.0,496.0,427.0,552.0,436.0,492.0,479.0,479.0,521.0,465.0,552.0,467.0,613.0,491.0,683.0,629.0,513.0,555.0,507.0,536.0,713.0,576.0,631.0,555.0,485.0,579.0,495.0,
Promedio 10^1: 0.13
Promedio 10^2: 0.27
Promedio 10^3: 4.54
Promedio 10^4: 516.61
